"Table S2, dinocyst percentages and environmental parameters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Dinocyst  percentages, See table 1 for abbreviations ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Site number","Aand","Atax","Btep","Bspo","Iacu","Ipal","Ipar","Ipat","Isph","Istr","Ipli","Ivel","Ijap","Lmac","Mcho","Nlab","Nrig","Ocen","Oisr","Ojan","Olon","Ogig","Pzoh","Pret","Smem","Sdel","Selo","Sram","Sbel","Sben","Sbul","Slaz","Smir","Sgra","Spac","Sspp","Tpel","Pdal","Stri","Imin","Imic","Ibre","Ekar","Bspp","Dubr","Peri","Lspp","Snep","Xxan","Squa","Pnud","Tapp","Tvar","Vcal","Vspi","Pame","Qcon","Pkof","Parc","Psch","Gymn","Eacu","Egra","Edel","Etra","Espp","Sste","Sbif","Cysa","Tvan","Dcha"
"N268",0,0,6.49895178197065,0,0,0,0,0,0,0,0,0,0,0,0,2.09643605870021,0,45.0733752620545,0,0,0,0,0,0,0,0,1.0482180293501,15.5136268343816,0,0,0,0,1.25786163522013,0,0,1.67714884696017,0,20.5450733752621,0,0,0,0,0,2.51572327044025,0,0,0,0,0,3.35429769392034,0,0,0,0,0,0,0,0.419287211740042,0,0,0,0,0,0,0,0,0,0,0,0,0
"N269",0,0,6.44329896907217,0,0,0,0,0,0,0,0,0,0,0,0,0.515463917525773,0,23.7113402061856,0,0,0,0,0,0,1.28865979381443,0,0.77319587628866,17.7835051546392,0,0,0,0.257731958762887,0,0,0,3.09278350515464,0,38.659793814433,0,0,0,0,0,2.83505154639175,0,0,0,0,0,2.57731958762887,0,0,0,0,0,0,0,2.06185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0
"K275",0,0.558659217877095,3.63128491620112,0,0,0,0,0,0,0,0,0,0,0.558659217877095,0,1.11731843575419,0,35.195530726257,0,0,0,0,0,0,0.279329608938547,0,2.51396648044693,3.63128491620112,0,0,0,0,3.07262569832402,0,0,1.95530726256983,0,35.4748603351955,0.279329608938547,0,0,0,0,7.82122905027933,0,0.558659217877095,0,0.837988826815642,0.279329608938547,1.67597765363128,0,0,0,0,0,0,0,0.558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0
"K277",0,0,2.36220472440945,0,0,0,0,0,0,0,0,0,0,1.0498687664042,0,0,0,33.3333333333333,0,0,0,0,0,0,0.26246719160105,0,1.83727034120735,7.61154855643045,0,0,0,0,2.88713910761155,0,0,1.83727034120735,0,37.2703412073491,1.0498687664042,0,0,0,0,8.66141732283465,0,0.26246719160105,0,0,0,1.0498687664042,0,0.26246719160105,0,0,0,0,0.26246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J280",0,0.173611111111111,1.21527777777778,0,0,0.694444444444444,0,0,0,0,0,0,0,0,0,16.4930555555556,0,64.4097222222222,0,0,0,0,0,0,0,0,0.868055555555556,0,0,0,0,0,0,0,0,1.5625,0,5.72916666666667,0,0.347222222222222,0,0,0,5.55555555555556,0,0,0,0,0,1.04166666666667,0,1.21527777777778,0,0,0,0,0,0.694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0
"J281",0,0.151285930408472,0.151285930408472,0,0,0.605143721633888,0,0,0,0,0,0,0,0,0,6.65658093797277,0,85.6278366111952,0,0,0,0,0,0,0,0,0.453857791225416,0,0,0,0,0,0.151285930408472,0,0,0.453857791225416,0,2.7231467473525,0,0.151285930408472,0,0,0,2.42057488653555,0,0,0,0,0,0,0,0.302571860816944,0,0,0,0,0,0.151285930408472,0,0,0,0,0,0,0,0,0,0,0,0,0
"J282",0,0,0,0,0,4.62962962962963,0,0,0,0,0,0,0,0,0,18.8888888888889,0,74.4444444444444,0,0,0,0,0,0,0,0,0.185185185185185,0,0,0,0,0,0,0,0,0,0,0.37037037037037,0,0,0,0,0,1.48148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J283",0,0,0,0,0,19.1891891891892,0,0,0,0,0,0,0,0,0,41.0810810810811,0,32.4324324324324,0,0,0,0,0,0,0,0,0.27027027027027,0,0,0,0,0,0,0,0,0.540540540540541,0,1.08108108108108,0,0.27027027027027,0,0,0,5.13513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J284",0,0,0,0,0,1.03092783505155,0,0,0,0,0,0,0,0,0,5.15463917525773,0,4.46735395189003,0,0,0,0,0,0,0,0,1.03092783505155,0,0,0,0,0,0,0,0,0,0,2.06185567010309,0,60.8247422680412,0.687285223367698,0,0,24.7422680412371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J285",0,0,0.357142857142857,0,0,1.35714285714286,0,0,0,0,0,0,0,0,0,10.0714285714286,0,68.3571428571429,0,0,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,2,0,8.07142857142857,0,5,0,0,0,1.85714285714286,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J286",0,0.0940733772342427,0.188146754468485,0,0,1.50517403574788,0,0,0,0,0,0,0,0,0,8.74882408278457,0,71.4016933207902,0,0,0,0,0,0,0,0,1.50517403574788,0,0,0,0,0.188146754468485,0.0940733772342427,0,0,1.88146754468485,0,2.6340545625588,0,8.56067732831609,0.0940733772342427,0,0,2.91627469426152,0,0,0,0,0,0.0940733772342427,0,0.0940733772342427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J287",0,0.24330900243309,0.24330900243309,0,0,10.4622871046229,0,0,0,0,0,0,0,0,0,16.301703163017,0,52.5547445255474,0,0,0,0,0,0,0,0,0.24330900243309,0,0,0,0,0,0,0,0,0.48661800486618,0,0.72992700729927,0,10.705596107056,0,0,0,8.02919708029197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J288",0,0,0.133868808567604,0,0,10.0401606425703,0,0,0,0,0,0,0,0,0,16.8674698795181,0,53.9491298527443,0,0,0,0,0,0,0,0,1.47255689424364,0,0,0,0,0,0,0,0,0.803212851405623,0,3.88219544846051,0,7.76439089692102,0,0,0,4.81927710843374,0,0,0,0,0,0,0,0.133868808567604,0,0,0,0,0,0.133868808567604,0,0,0,0,0,0,0,0,0,0,0,0,0
"J289",0,0,0,0,0,0.27027027027027,0,0,0,0,0,0,0,0,0,0.27027027027027,0,1.08108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27027027027027,0,58.3783783783784,0.540540540540541,0,0,39.1891891891892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J290",0,0,0.657894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2894736842105,2.63157894736842,0,0,67.1052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515463917525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8247422680412,5.67010309278351,0,0,32.9896907216495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526315789473684,0,0.526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263157894736842,0,48.6842105263158,4.21052631578947,0,0,45.7894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J293",0,0,0,0,0,0.182481751824818,0,0,0,0,0,0,0,0,0,0.182481751824818,0,0.364963503649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182481751824818,0,64.4160583941606,8.57664233576642,0,0,26.0948905109489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J297",0,0,0,0,0,1.3953488372093,0,0,0,0,0,0,0,0,0,13.953488372093,0,51.8604651162791,0,0,0,0,0,0,0,0,1.16279069767442,0,0,0,0,0,0,0,0,1.3953488372093,0,6.97674418604651,0,12.093023255814,0.697674418604651,0,0,9.30232558139535,0,0,0,0,0,0.465116279069767,0,0.232558139534884,0,0,0,0.465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J298",0,0,0.321543408360129,0,0,0.321543408360129,0,0,0,0,0,0,0,0,0,6.7524115755627,0,87.1382636655949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643086816720257,0,3.53697749196142,0,0,0,0,0,0.643086816720257,0,0,0,0,0,0,0,0.321543408360129,0,0,0,0,0,0.321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0
"J299",0,0.29673590504451,0.29673590504451,0,0,1.18694362017804,0,0,0,0,0,0,0,0,0,8.6053412462908,0,72.106824925816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29673590504451,0,8.30860534124629,0,0,0,0,0,6.23145400593472,0,0,0,0,0,2.67062314540059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J300",0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0,13.015873015873,0,78.4126984126984,0,0,0,0,0,0,0,0,0.634920634920635,0,0,0,0,0,0,0,0,0.634920634920635,0,1.26984126984127,0,0.952380952380952,0,0,0,3.80952380952381,0,0,0,0,0,0.317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J301",0,0.149142431021626,0.298284862043251,0,0,0.52199850857569,0,0,0,0,0,0,0,0,0,10.2908277404922,0,78.2997762863535,0,0,0,0,0,0,0,0,0.372856077554064,0,0,0,0,0,0.149142431021626,0,0,0.745712155108128,0,6.4131245339299,0,0.0745712155108128,0,0,0,1.86428038777032,0,0,0,0,0,0.298284862043251,0,0.149142431021626,0,0,0,0.223713646532438,0,0.149142431021626,0,0,0,0,0,0,0,0,0,0,0,0,0
"J303",0,0.139470013947001,0.348675034867504,0,0,0.906555090655509,0,0,0,0,0,0,0,0,0,8.43793584379358,0,71.1994421199442,0,0,0,0,0,0,0,0,1.53417015341702,0,0,0,0,0,0.139470013947001,0,0,0.906555090655509,0,11.2273361227336,0,0,0,0,0,4.25383542538354,0,0,0,0,0,0.418410041841004,0,0.209205020920502,0,0,0,0.0697350069735007,0,0.209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0
"J304",0,0,0.609137055837564,0,0,3.14720812182741,0,0,0,0,0,0,0,0,0,15.7360406091371,0,62.8426395939086,0,0,0,0,0,0,0,0,1.11675126903553,0,0,0,0,0.101522842639594,0,0,0,0.913705583756345,0,6.49746192893401,0,0.406091370558376,0,0,0,8.42639593908629,0,0,0,0,0,0.101522842639594,0,0,0,0,0,0,0,0.101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0
"J305",0,0,0.21953896816685,0,0,0.603732162458836,0,0,0,0,0,0,0,0,0,7.90340285400659,0,76.6739846322722,0,0,0,0,0,0,0.0548847420417124,0,2.1953896816685,0,0,0,0,0.164654226125137,0.0548847420417124,0,0,1.59165751920966,0,9.60482985729967,0,0,0,0,0,0.713501646542261,0,0,0,0,0,0.0548847420417124,0,0.164654226125137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J306",0,0.110132158590308,0.881057268722467,0,0,0.550660792951542,0,0,0.110132158590308,0,0,0,0,0,0,10.9030837004405,0,64.5374449339207,0,0,0,0,0,0,0,0,1.21145374449339,0,0,0,0.220264317180617,0,0,0,0,1.21145374449339,0,15.3083700440529,0,0.110132158590308,0,0,0,4.07488986784141,0,0,0,0,0,0.220264317180617,0,0.220264317180617,0,0,0,0,0,0.330396475770925,0,0,0,0,0,0,0,0,0,0,0,0,0
"J307",0,0.0956480153036824,0.573888091822095,0,0,0.621712099473936,0,0,0.0478240076518412,0,0,0,0,0.0478240076518412,0,8.99091343854615,0,72.4533715925395,0,0,0,0,0,0,0,0,0.860832137733142,0.0478240076518412,0,0,0.0478240076518412,0.239120038259206,0.239120038259206,0,0,1.14777618364419,0,11.9081779053085,0,0.0478240076518412,0,0,0,1.86513629842181,0,0,0,0,0,0.239120038259206,0,0.430416068866571,0,0,0,0,0,0.0956480153036824,0,0,0,0,0,0,0,0,0,0,0,0,0
"J308",0,0.0657894736842105,0.921052631578947,0,0,0.986842105263158,0,0,0.131578947368421,0,0,0,0,0,0,14.8684210526316,0,61.8421052631579,0,0,0,0,0,0,0,0,1.90789473684211,0.0657894736842105,0,0,0.131578947368421,0.131578947368421,0.0657894736842105,0,0,1.18421052631579,0,11.6447368421053,0,0,0,0,0,5.32894736842105,0,0,0,0,0,0.263157894736842,0,0.263157894736842,0,0,0,0,0,0.197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0
"J309",0,0.41025641025641,1.43589743589744,0,0,0.82051282051282,0,0,0,0,0,0,0,0,0,20.2051282051282,0,57.1282051282051,0,0,0,0,0,0,0,0.102564102564103,3.17948717948718,0.205128205128205,0,0,0.102564102564103,0,0,0,0,1.94871794871795,0,7.79487179487179,0,0,0,0,0,5.64102564102564,0,0,0,0,0,0.41025641025641,0,0.41025641025641,0,0,0,0,0,0.205128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0
"J310",0,0.119331742243437,0.477326968973747,0,0,0.536992840095465,0,0,0.119331742243437,0,0,0,0,0,0,13.4844868735084,0,56.2649164677804,0,0,0,0,0,0,0,0,1.6109785202864,0.0596658711217184,0,0,0,0.178997613365155,0,0,0,1.43198090692124,0,21.0620525059666,0,0.119331742243437,0,0,0,3.52028639618138,0,0,0,0,0,0.35799522673031,0,0.238663484486873,0,0,0,0.119331742243437,0,0.298329355608592,0,0,0,0,0,0,0,0,0,0,0,0,0
"J311",0,0,0.520833333333333,0,0,0.694444444444444,0,0,0,0,0,0,0,0,0,11.8634259259259,0,70.3125,0,0,0,0,0,0,0,0,1.5625,0,0,0,0.173611111111111,0.0578703703703704,0.115740740740741,0,0,0.405092592592593,0,10.8796296296296,0,0,0,0,0,2.48842592592593,0,0,0,0,0,0.347222222222222,0,0.347222222222222,0,0,0,0,0,0.231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0
"J312",0,0,0.558419243986254,0,0,0.902061855670103,0,0,0.0429553264604811,0,0,0,0,0,0,9.96563573883162,0,74.6993127147766,0,0,0,0,0,0,0,0,1.24570446735395,0,0,0,0,0.0429553264604811,0.0859106529209622,0,0,0.558419243986254,0,9.92268041237113,0,0,0,0,0,1.84707903780069,0,0,0,0,0,0.0429553264604811,0,0.0859106529209622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J313",0,0.35778175313059,0.447227191413238,0,0,1.34168157423971,0,0,0,0,0,0,0,0,0,10.8228980322004,0,72.1824686940966,0,0,0,0,0,0,0,0,0.178890876565295,0,0,0,0,0,0,0,0,0.894454382826476,0,4.38282647584973,0,0.35778175313059,0,0,0,8.85509838998211,0,0,0,0,0,0,0,0.0894454382826476,0,0,0,0,0,0.0894454382826476,0,0,0,0,0,0,0,0,0,0,0,0,0
"J314",0,0,0.37037037037037,0,0,29.6296296296296,0,0,0.37037037037037,0,0,0,0,0,0,22.962962962963,0,32.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037037037,0,1.48148148148148,0,0.740740740740741,0,0,0,11.8518518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J315",0,0,0.223713646532438,0,0,10.9619686800895,0,0,0,0,0,0,0,0,0,14.3176733780761,0,63.0872483221477,0,0,0,0,0,0,0,0,0.223713646532438,0,0,0,0,0,0,0,0,0.447427293064877,0,0.447427293064877,0,0.223713646532438,0.223713646532438,0,0,9.61968680089486,0,0,0,0,0,0,0,0.223713646532438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J316",0,0,0.0843881856540084,0,0,9.78902953586498,0,0,0,0,0,0,0,0,0,16.7932489451477,0,66.7510548523207,0,0,0,0,0,0,0,0,0.506329113924051,0,0,0,0,0,0,0,0,0.337552742616034,0,1.26582278481013,0,0.843881856540084,0.0843881856540084,0,0,2.86919831223629,0,0,0,0,0,0.421940928270042,0,0.253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J317",0,0,0.220264317180617,0,0,6.38766519823789,0,0,0.220264317180617,0,0,0,0,0,0,18.3920704845815,0,58.7004405286344,0,0,0,0,0,0,0,0,0.440528634361233,0,0,0,0,0,0,0,0,0.770925110132159,0,3.08370044052863,0,1.21145374449339,1.10132158590308,0,0,8.92070484581498,0,0.110132158590308,0,0,0,0.110132158590308,0,0.110132158590308,0,0,0,0,0,0.220264317180617,0,0,0,0,0,0,0,0,0,0,0,0,0
"J318",0,0,0.132275132275132,0,0,8.73015873015873,0,0,0,0,0,0,0,0,0,16.7989417989418,0,60.7142857142857,0,0,0,0,0,0,0,0,0.925925925925926,0,0,0,0,0,0,0,0,0.264550264550265,0,4.1005291005291,0,0.132275132275132,0,0,0,7.53968253968254,0,0,0,0,0,0.264550264550265,0,0.264550264550265,0,0,0,0,0,0.132275132275132,0,0,0,0,0,0,0,0,0,0,0,0,0
"J319",0,0,0,0,0,32.5721153846154,0,0,0.120192307692308,0,0,0,0,0,0,27.5240384615385,0,33.4134615384615,0,0,0,0,0,0,0,0,1.20192307692308,0,0,0,0,0,0,0,0,0.841346153846154,0,3.00480769230769,0,0,0,0,0,1.08173076923077,0,0,0,0,0,0,0,0.240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J320",0,0.222057735011103,0,0,0,21.1695040710585,0,0,0,0,0,0,0,0,0,31.3101406365655,0,39.3782383419689,0,0,0,0,0,0,0,0,0.814211695040711,0,0,0,0,0,0,0,0,1.18430792005922,0,3.03478904515174,0,0.074019245003701,0,0,0,2.59067357512953,0,0,0,0,0,0.222057735011103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J321",0,0,0.101419878296146,0,0,6.18661257606491,0,0,0,0,0,0,0,0,0,13.184584178499,0,69.5740365111562,0,0,0,0,0,0,0,0,0.101419878296146,0,0,0,0,0,0,0,0,0,0,0,0,1.21703853955375,0.202839756592292,0,0,9.43204868154158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J322",0,0,0.591715976331361,0,0,0.946745562130177,0,0,0,0,0,0,0,0.118343195266272,0,12.7810650887574,0,71.4792899408284,0,0,0,0,0,0,0,0,0.591715976331361,0,0,0,0,0,0,0,0,0.946745562130177,0,2.72189349112426,0,0,0,0,0,8.99408284023669,0,0,0,0,0,0.473372781065089,0,0.236686390532544,0,0,0,0,0,0.118343195266272,0,0,0,0,0,0,0,0,0,0,0,0,0
"J323",0,0,0.91743119266055,0,0,0.91743119266055,0,0,0.0764525993883792,0,0,0,0,0,0,10.5504587155963,0,70.0305810397554,0,0,0,0,0,0,0,0,0.382262996941896,0,0,0,0,0,0.0764525993883792,0,0,0.305810397553517,0,5.73394495412844,0,0.0764525993883792,0.0764525993883792,0,0,8.56269113149847,0,0.152905198776758,0,0,0,1.22324159021407,0,0.229357798165138,0,0,0,0.0764525993883792,0,0.611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0
"J324",0,0.0730460189919649,0.730460189919649,0,0,0.43827611395179,0,0,0.0730460189919649,0,0,0,0,0.0730460189919649,0,14.536157779401,0,51.7896274653031,0,0,0,0,0,0,0.0730460189919649,0,1.09569028487947,0.0730460189919649,0,0,0,0.14609203798393,0.219138056975895,0,0,0.584368151935719,0,22.4251278305332,0,0,0.803506208911614,0,0,3.79839298758218,0,0,0,0,0,1.2417823228634,0,1.2417823228634,0,0,0,0,0,0.584368151935719,0,0,0,0,0,0,0,0,0,0,0,0,0
"J325",0,0,0,0,0,0.470035252643948,0,0,0.117508813160987,0,0,0,0,0,0,20.9165687426557,0,38.1903642773208,0,0,0,0,0,0,0,0,1.17508813160987,0.117508813160987,0,0,0,0.117508813160987,0,0,0,0.940070505287897,0,23.8542890716804,0,0,0.940070505287897,0,0,10.9283196239718,0,0,0,0,0,1.05757931844888,0,1.05757931844888,0,0,0,0.117508813160987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J326",0,0.0618429189857761,0.556586270871985,0,0,0.371057513914657,0,0,0.0618429189857761,0,0,0,0,0,0,8.59616573902288,0,83.9208410636982,0,0,0,0,0,0,0,0,0.371057513914657,0,0,0,0,0,0.123685837971552,0,0,0.309214594928881,0,1.73160173160173,0,0.247371675943105,0.0618429189857761,0,0,3.40136054421769,0,0,0,0,0,0.123685837971552,0,0.0618429189857761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J327",0,0,0,0,0,4.97967479674797,0,0,0,0,0,0,0,0,0,10.0609756097561,0,74.8983739837398,0,0,0,0,0,0,0,0,0.101626016260163,0,0,0,0,0,0,0,0,0,0,0.914634146341463,0,0.203252032520325,1.11788617886179,0,0,7.52032520325203,0,0.101626016260163,0,0,0,0.101626016260163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J328",0,0,0.266666666666667,0,0,26.4,0,0,0.266666666666667,0,0,0,0,0,0,19.7333333333333,0,27.7333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,0,1.06666666666667,0,1.06666666666667,0.533333333333333,0,0,22.4,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J329",0,0,0.606060606060606,0,0,23.2323232323232,0,0,0,0,0,0,0,0,0,25.8585858585859,0,21.8181818181818,0,0,0,0,0,0,0,0,1.01010101010101,0,0,0,0,0,0,0,0,0.606060606060606,0,10.1010101010101,0,0,0,0,0,16.1616161616162,0,0,0,0,0,0.606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J330",0,0,0.298507462686567,0,0,25.9701492537313,0,0,0,0,0,0,0,0,0,24.7761194029851,0,18.2089552238806,0,0,0,0,0,0,0,0,0.597014925373134,0,0,0,0,0,0,0,0,0.298507462686567,0,2.38805970149254,0,7.76119402985075,9.25373134328358,0,0,9.55223880597015,0,0,0,0,0,0.298507462686567,0,0.597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J331",0,0,0,0,0,25.4826254826255,0,0,0,0,0,0,0,0,0,24.7104247104247,0,22.007722007722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15830115830116,0,10.03861003861,0,0,0,15.8301158301158,0,0,0,0,0,0.772200772200772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J332",0,0,0,0,0,35.9861591695502,0,0,0.346020761245675,0,0,0,0,0,0,26.9896193771626,0,20.0692041522491,0,0,0,0,0,0,0,0,0.346020761245675,0,0,0,0,0,0,0,0,0,0,2.42214532871972,0,1.03806228373702,0,0,0,12.80276816609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J333",0,0,0,0,0,6.3758389261745,0,0,0,0,0,0,0,0,0,8.38926174496644,0,7.71812080536913,0,0,0,0,0,0,0,0,0.671140939597315,0,0,0,0,0,0,0,0,0.335570469798658,0,1.00671140939597,0,27.5167785234899,12.751677852349,0,0,34.8993288590604,0,0,0,0,0,0.335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J334",0,0,0,0,0,1.71428571428571,0,0,0,0,0,0,0,0,0,3.42857142857143,0,4.57142857142857,0,0,0,0,0,0,0,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,1.71428571428571,0,24,13.1428571428571,0,0,50.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J335",0,0,0.291545189504373,0,0,6.12244897959184,0,0,0,0,0,0,0,0,0,6.41399416909621,0,4.66472303206997,0,0,0,0,0,0,0,0,0.291545189504373,0,0,0,0,0,0,0,0,0,0,0.583090379008746,0,35.5685131195335,8.74635568513119,0,0,37.0262390670554,0,0,0,0,0,0.291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J336",0,0,0.238095238095238,0,0,20.2380952380952,0,0,0,0,0,0,0,0,0,20.4761904761905,0,35.952380952381,0,0,0,0,0,0,0,0,0.476190476190476,0,0,0,0,0,0,0,0,0.714285714285714,0,2.14285714285714,0,1.66666666666667,1.19047619047619,0,0,16.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J337",0,0,0,0,0,28.7211740041929,0,0,0,0,0,0,0,0,0,32.2851153039832,0,30.6079664570231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28930817610063,0,0.209643605870021,0.209643605870021,0,0,1.0482180293501,0,0,0,0,0,0.209643605870021,0,0.419287211740042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J338",0,0,0,0,0,20.3703703703704,0,0,0,0,0,0,0,0,0,22.9166666666667,0,47.6851851851852,0,0,0,0,0,0,0,0,0.231481481481481,0,0,0,0,0,0,0,0,0,0,0.462962962962963,0,2.31481481481481,1.85185185185185,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J339",0,0,0,0,0,9.74124809741248,0,0,0,0,0,0,0,0,0,21.1567732115677,0,65.144596651446,0,0,0,0,0,0,0,0,0.45662100456621,0,0,0,0,0,0,0,0,0,0,3.0441400304414,0,0,0,0,0,0.45662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J340",0,0,0,0,0,1.59509202453988,0,0,0,0,0,0,0,0,0,17.1779141104294,0,65.398773006135,0,0,0,0,0,0,0,0,0.49079754601227,0,0,0,0,0,0,0,0,0.122699386503067,0,6.50306748466258,0,0.122699386503067,0,0,0,7.48466257668712,0,0,0,0,0,0.98159509202454,0,0.122699386503067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J341",0,0,0,0,0,39.8176291793313,0,0,0,0,0,0,0,0,0,31.9148936170213,0,18.5410334346505,0,0,0,0,0,0,0,0,0.911854103343465,0,0,0,0,0,0,0,0,1.21580547112462,0,0.911854103343465,0,0.303951367781155,0,0,0,6.38297872340426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J342",0,0,0,0,0,17.8571428571429,0,0,0,0,0,0,0,0,0,14.6825396825397,0,50.7936507936508,0,0,0,0,0,0,0,0,1.58730158730159,0,0,0,0,0,0,0,0,0.396825396825397,0,5.55555555555556,0,0,0,0,0,9.12698412698413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
